Index,P. Name,P. Name Kepler,P. Name KOI,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Min Mass (EU),P. Mass (EU),P. Max Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,Imputed Eccentricity,Imputed Eccentricity (EU),P. Mean Distance (AU),P. Inclination (deg),P. Omega (deg),S. Name,S. Name HD,S. Name HIP,S. Constellation,S. Type,S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. SPH,P. Int ESI,P. Surf ESI,P. ESI,S. HabCat,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method,P. Disc. Year,,CDHS_CRS(0.5*CDHSi+0.5*CDHSe), CDHS_CRS(0.6*CDHSi+0.4*CDHSe),CDHS_DRS(0.5*CDHSi+0.5*CDHSe),CDHS_DRS(0.6*CDHSi+0.4*CDHSe)
1228,Kepler-1166 b,Kepler-1166 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,5.4,,1.69,1.12,1.89,1.79,15.30346,15.30347,15.30347,503.9,503.9,503.9,545.6,1.8944444444,545.6,6,-21.3,3.21,33.24,0.1953,0,0.2608950488,0.326118811,0.2,,0,Kepler-1166,,,Cyg,G,0.9,0.86,5446,0.58371,,4.9,14.5,648,19.3566,50.9029,-29.7,2.3468,1,0,0.585,1.391,-1.97,-0.15,-0.19,0.34,0,0,0,0.35,0,0,0,1,Transit,2016,,1.792199,1.771758,1.792198,1.771757
1229,Kepler-1167 b,Kepler-1167 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,5.68,,1.71,1.13,1.93,1.82,937.0084,937.0086,937.0089,1409.6,1409.6,1409.6,1451.5,5.0399305556,1451.5,6.4,-25.81,3.26,1,0.0181,0,0.1144338549,0.1430423186,0.02,,0,Kepler-1167,,,Cyg,K,0.79,0.75,4971,0.308168,,4.27,15.9,811,19.8868,47.694,-34.2,22.1775,1,0,0.435,1.054,-2.35,-0.15,-0.79,0.29,0,0,0,0.27,0,0,0,1,Transit,2016,,3.374846,3.041876,3.374846,3.041875
1230,Kepler-1168 b,Kepler-1168 b,,Hot,Superterran,rocky-iron,hydrogen-rich,non-habitable,,26.81,,2.5,1.72,4.3,3.28,5.732271,5.732271,5.732272,394.2,394.2,394.2,444.6,1.54375,444.6,46.1,-21.08,4.75,55.82,0.2728,0,0.2671623649,0.3339529561,0.27,,0,Kepler-1168,,,Lyr,K,0.87,0.82,5157,0.426684,,4.27,15.6,911,19.1532,47.4554,-28.6,1.6018,1,0,0.508,1.22,-1.66,-0.11,1.46,0.31,0,0,0,0.42,0,0,0,1,Transit,2016,,2.889943,2.811952,2.889945,2.811954
1231,Kepler-1169 b,Kepler-1169 b,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.71,,0.94,0.85,0.8,0.87,403.9981,403.9982,403.9983,1142.2,1142.2,1142.2,1174,4.0763888889,1174,0.6,-23.59,1.79,6.11,0.0703,0,0.1705723386,0.2132154233,0.07,,0,Kepler-1169,,,Cyg,F,1.24,1.23,6191,1.994083,,1.38,12.7,538,19.6608,46.4915,-33.3,9.3403,1,0,1.033,2.412,-2.4,-0.18,-1.23,0.27,0,0,0,0.3,0,0,0,1,Transit,2016,,2.508101,2.19448,2.538101,2.23048
1232,Kepler-1170 b,Kepler-1170 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,22.64,,2.41,1.62,3.9,3.07,48.20116,48.20116,48.20117,671.3,671.3,671.3,720.7,2.5024305556,720.7,36.7,-23.32,4.58,9.99,0.0843,0,0.2522408363,0.3153010454,0.08,,0,Kepler-1170,,,Cyg,K,0.8,0.76,5069,0.342142,,4.9,15.9,911,19.4779,43.7797,-31,4.8087,1,0,0.457,1.101,-2.16,-0.12,0.56,0.31,0,0,0,0.26,0,0,0,1,Transit,2016,,2.739953,2.67396,2.739954,2.67396
1233,Kepler-1173 b,Kepler-1173 b,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.58,,0.88,0.84,0.74,0.81,1878.974,1878.974,1878.974,1677.4,1677.4,1677.4,1708.3,5.9315972222,1708.3,0.5,-25.13,1.68,0.77,0.0156,0,0.1011534734,0.1264418418,0.02,,0,Kepler-1173,,,Cyg,K,0.86,0.82,5252,0.459004,,4.79,13.8,402,19.5421,45.6635,-35,28.2443,1,0,0.524,1.255,-2.39,-0.18,-1.35,0.27,0,0,0,0.29,0,0,0,1,Transit,2016,,3.405625,2.9005,3.465623,2.972498
1234,Kepler-1174 b,Kepler-1174 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,4.31,,1.59,1.07,1.7,1.65,233.7451,233.7451,233.7451,996.2,996.2,996.2,1036.7,3.5996527778,1036.7,4.6,-24.14,3.02,6.89,0.0718,0,0.1872263533,0.2340329416,0.07,,0,Kepler-1174,,,Lyr,G,1.04,1.04,5936,1.204847,,3.55,14.2,829,18.7888,42.2989,-32.7,7.7255,1,0,0.816,1.915,-2.35,-0.15,-0.72,0.29,0,0,0,0.28,0,0,0,1,Transit,2016,,2.594758,2.393805,2.59476,2.393807
1235,Kepler-1176 b,Kepler-1176 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,24.64,,2.45,1.67,4.09,3.17,40.41752,40.41752,40.41753,642.4,642.4,642.4,692.3,2.4038194444,692.3,41.1,-23.17,4.66,24.17,0.1641,0,0.2542084677,0.3177605846,0.16,,0,Kepler-1176,,,Cyg,G,1.01,1.02,5844,1.088757,,3.8,15.1,1023,19.8613,45.2742,-30.8,3.3124,1,0,0.78,1.834,-2.17,-0.11,0.69,0.31,0,0,0,0.26,0,0,0,1,Transit,2016,,2.80995,2.737958,2.809951,2.737958
1236,Kepler-1177 b,Kepler-1177 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,8.48,,1.9,1.23,2.34,2.11,4.727784,4.727785,4.727785,375.7,375.7,375.7,419.7,1.4572916667,419.7,10.4,-20.27,3.62,106.25,0.436,0,0.2547020464,0.318377558,0.44,,0,Kepler-1177,,,Dra,G,0.98,0.97,5712,0.898641,,4.47,14.6,829,19.1114,49.4063,-28.4,1.1857,1,0,0.714,1.686,-1.57,-0.14,0.38,0.38,0,0,0,0.49,0,0,0,1,Transit,2016,,2.004972,1.983976,2.004971,1.983975
1237,Kepler-1178 b,Kepler-1178 b,,Hot,Terran,rocky-iron,metals-rich,non-habitable,,1.07,,1.06,0.89,0.94,1,9.411319,9.411319,9.411321,446.2,446.2,446.2,480,1.6666666667,480,0.9,-19.75,2.02,31.81,0.1823,0,0.2559691011,0.3199613764,0.18,,0,Kepler-1178,,,Cyg,K,0.8,0.75,4990,0.312907,,4.68,13.8,336,19.2304,45.8021,-29.2,2.1921,1,0,0.438,1.06,-1.82,-0.17,-0.81,0.33,0,0,0,0.43,0,0,0,1,Transit,2016,,1.363314,1.302651,1.363314,1.302651
1238,Kepler-1179 b,Kepler-1179 b,,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.23,,1.32,0.97,1.28,1.3,341.5079,341.5079,341.5079,1095.2,1095.2,1095.2,1132.5,3.9322916667,1132.5,2.2,-24.15,2.51,2.69,0.0357,0,0.141994263,0.1774928288,0.04,,0,Kepler-1179,,,Dra,K,0.84,0.81,5212,0.434388,,4.9,14.1,454,18.9398,47.8106,-33.1,12.126,1,0,0.511,1.225,-2.33,-0.16,-0.97,0.28,0,0,0,0.29,0,0,0,1,Transit,2016,,2.626059,2.364847,2.62606,2.364848
1239,Kepler-1180 b,Kepler-1180 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,10.17,,1.99,1.28,2.56,2.26,90.71348,90.71349,90.71352,786.3,786.3,786.3,831.3,2.8864583333,831.3,13.1,-23.6,3.79,16.86,0.1324,0,0.2369267043,0.2961583804,0.13,,0,Kepler-1180,,,Cyg,F,1.09,1.14,6077,1.590218,,3.09,15,1284,19.7258,43.1561,-31.6,4.5897,1,0,0.929,2.174,-2.28,-0.13,-0.17,0.3,0,0,0,0.27,0,0,0,1,Transit,2016,,2.438186,2.348547,2.438188,2.348548
1240,Kepler-1181 b,Kepler-1181 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,4.09,,1.57,1.06,1.66,1.62,624.6709,624.671,624.6711,1273.7,1273.7,1273.7,1314,4.5625,1314,4.3,-25.18,2.98,4.89,0.0594,0,0.1218790088,0.152348761,0.06,,0,Kepler-1181,,,Lyr,F,1.17,1.3,6176,2.206001,,3.24,13.8,867,19.3165,39.5235,-33.8,11.6782,1,0,1.088,2.54,-2.42,-0.15,-0.85,0.28,0,0,0,0.28,0,0,0,1,Transit,2016,,3.066144,2.766914,3.066146,2.766915
1241,Kepler-1182 b,Kepler-1182 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,22.64,,2.41,1.62,3.9,3.07,124.0924,124.0924,124.0925,850.3,850.3,850.3,899.7,3.1239583333,899.7,36.7,-24.35,4.58,11.17,0.0991,0,0.2192818704,0.274102338,0.1,,0,Kepler-1182,,,Cyg,G,1.04,1.05,5924,1.218228,,3.39,15.4,1258,19.7539,43.8214,-32,5.6498,1,0,0.821,1.927,-2.31,-0.12,0.3,0.3,0,0,0,0.25,0,0,0,1,Transit,2016,,2.766931,2.695542,2.766932,2.695543
1242,Kepler-1185 b,Kepler-1185 b,,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.3,,1.33,0.97,1.29,1.31,3.706448,3.706449,3.706449,353.5,353.5,353.5,390.9,1.3572916667,390.9,2.2,-19.23,2.53,104.35,0.4278,0,0.2525499749,0.3156874686,0.43,,0,Kepler-1185,,,Lyr,G,0.96,0.87,5622,0.678409,,1.55,12.6,296,19.1494,39.3328,-28.2,1.0837,1,0,0.624,1.476,-1.46,-0.16,-0.38,0.4,0,0,0,0.58,0,0,0,1,Transit,2016,,1.343633,1.340906,1.343634,1.340906
1243,Kepler-1186 b,Kepler-1186 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,16.11,,2.23,1.45,3.24,2.69,52.11922,52.11923,52.11924,684.5,684.5,684.5,732,2.5416666667,732,23.4,-23.24,4.24,16.08,0.1225,0,0.2568115272,0.321014409,0.12,,0,Kepler-1186,,,Cyg,G,0.95,0.93,5635,0.782405,,4.47,15.3,1112,19.232,47.1018,-31,4.0459,1,0,0.669,1.584,-2.2,-0.12,0.26,0.31,0,0,0,0.27,0,0,0,1,Transit,2016,,2.459963,2.413969,2.459966,2.413971
1244,Kepler-1188 b,Kepler-1188 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,12.15,,2.08,1.34,2.8,2.41,70.97633,70.97636,70.97637,739.5,739.5,739.5,785.4,2.7270833333,785.4,16.3,-23.42,3.96,17.14,0.1318,0,0.2491560341,0.3114450426,0.13,,0,Kepler-1188,,,Lyr,G,1.04,1.06,5913,1.232348,,4.17,15,1202,18.8736,43.148,-31.4,4.288,1,0,0.826,1.94,-2.25,-0.13,-0.01,0.31,0,0,0,0.27,0,0,0,1,Transit,2016,,2.403503,2.338801,2.403505,2.338802
1245,Kepler-1189 b,Kepler-1189 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,6.4,,1.77,1.16,2.05,1.9,650.6447,650.6448,650.6449,1286.7,1286.7,1286.7,1329.3,4.615625,1329.3,7.4,-25.49,3.36,3.79,0.0492,0,0.1216756598,0.1520945748,0.05,,0,Kepler-1189,,,Cyg,F,1.11,1.16,6012,1.577182,,3.39,14.3,883,19.8951,47.9468,-33.8,12.5812,1,0,0.929,2.177,-2.41,-0.14,-0.7,0.28,0,0,0,0.27,0,0,0,1,Transit,2016,,3.192708,2.908165,3.192709,2.908166
1246,Kepler-1190 b,Kepler-1190 b,,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.3,,1.33,0.97,1.29,1.31,31.92632,31.92633,31.92633,605.6,605.6,605.6,643,2.2326388889,643,2.2,-21.58,2.53,10.46,0.0854,0,0.2577277503,0.3221596879,0.09,,0,Kepler-1190,,,Dra,K,0.76,0.72,4730,0.232809,,3.98,14.5,384,19,49.48,-30.5,4.4945,1,0,0.382,0.935,-2.07,-0.16,-0.7,0.31,0,0,0,0.33,0,0,0,1,Transit,2016,,1.781289,1.691031,1.781287,1.691029
1247,Kepler-1191 b,Kepler-1191 b,,Hot,Terran,rocky-iron,metals-rich,non-habitable,,3.59,,1.51,1.04,1.57,1.54,136.7789,136.7789,136.7789,871.3,871.3,871.3,910.9,3.1628472222,910.9,3.7,-23.44,2.87,5.6,0.0584,0,0.1808266375,0.2260332969,0.06,,0,Kepler-1191,,,Cyg,G,0.85,0.81,5308,0.467287,,4.57,15.4,876,19.4439,48.0093,-32.1,7.3903,1,0,0.527,1.26,-2.28,-0.15,-0.72,0.29,0,0,0,0.29,0,0,0,1,Transit,2016,,2.336368,2.171093,2.336368,2.171093
1248,Kepler-1192 b,Kepler-1192 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,20.8,,2.36,1.58,3.72,2.97,21.12698,21.12698,21.12698,546.2,546.2,546.2,595.1,2.0663194444,595.1,32.8,-22.38,4.49,25.2,0.1599,0,0.247738093,0.3096726163,0.16,,0,Kepler-1192,,,Lyr,G,0.86,0.83,5438,0.540509,,4.47,15.7,1108,18.8094,43.8966,-30.1,2.7656,1,0,0.563,1.339,-2.04,-0.12,0.72,0.32,0,0,0,0.3,0,0,0,1,Transit,2016,,2.664952,2.603959,2.664953,2.60396
1249,Kepler-1193 b,Kepler-1193 b,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,2.23,,1.32,0.97,1.28,1.3,990.824,990.824,990.8242,1429.4,1429.4,1429.4,1466.7,5.0927083333,1466.7,2.2,-25.31,2.51,2.83,0.0402,0,0.1143739927,0.1429674909,0.04,,0,Kepler-1193,,,Cyg,G,1.08,1.21,5908,1.600378,,5.01,13.5,695,19.2097,51.2756,-34.3,16.0976,1,0,0.942,2.212,-2.42,-0.16,-1.07,0.27,0,0,0,0.29,0,0,0,1,Transit,2016,,3.206218,2.828973,3.206226,2.82898
1250,Kepler-1194 b,Kepler-1194 b,,Hot,Terran,rocky-iron,metals-rich,non-habitable,,3.59,,1.51,1.04,1.57,1.54,49.14446,49.14447,49.14447,674.5,674.5,674.5,714.2,2.4798611111,714.2,3.7,-22.32,2.87,16.22,0.1228,0,0.2554784093,0.3193480116,0.12,,0,Kepler-1194,,,Lyr,G,0.94,0.92,5590,0.741503,,4.79,14.1,616,19.4466,38.1453,-31,3.9922,1,0,0.653,1.548,-2.19,-0.15,-0.58,0.31,0,0,0,0.31,0,0,0,1,Transit,2016,,1.994896,1.897916,1.994896,1.897916
1251,Kepler-1195 b,Kepler-1195 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,12.15,,2.08,1.34,2.8,2.41,50.61296,50.61297,50.61298,679.5,679.5,679.5,725.5,2.5190972222,725.5,16.3,-23.06,3.96,8.5,0.0737,0,0.2550574407,0.3188218009,0.07,,0,Kepler-1195,,,Lyr,K,0.74,0.71,4965,0.274842,,4.47,15.9,812,18.9567,40.853,-31,5.1363,1,0,0.411,0.996,-2.16,-0.13,0.06,0.32,0,0,0,0.28,0,0,0,1,Transit,2016,,2.299517,2.255612,2.299517,2.255612
1252,Kepler-1196 b,Kepler-1196 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,16.11,,2.23,1.45,3.24,2.69,9.163639,9.16364,9.163643,443.3,443.3,443.3,490.8,1.7041666667,490.8,23.4,-21.34,4.24,66.18,0.318,0,0.2281304943,0.2851631179,0.32,,0,Kepler-1196,,,Cyg,G,0.98,0.97,5756,0.926652,,3.98,14.9,946,19.4913,43.9108,-29.1,1.6256,1,0,0.723,1.705,-1.83,-0.12,0.74,0.34,0,0,0,0.37,0,0,0,1,Transit,2016,,2.459958,2.413965,2.459959,2.413965
1253,Kepler-1197 b,Kepler-1197 b,,Hot,Terran,rocky-iron,metals-rich,non-habitable,,1.86,,1.25,0.94,1.18,1.22,273.6294,273.6294,273.6295,1036.2,1036.2,1036.2,1072.6,3.7243055556,1072.6,1.8,-23.79,2.38,2.03,0.0289,0,0.1526841497,0.1908551871,0.03,,0,Kepler-1197,,,Lyr,K,0.78,0.72,4708,0.228508,,2.69,15.1,505,19.4446,42.5907,-32.9,13.3076,1,0,0.379,0.928,-2.28,-0.16,-1,0.29,0,0,0,0.29,0,0,0,1,Transit,2016,,2.487073,2.239658,2.487072,2.239657
1254,Kepler-1198 b,Kepler-1198 b,,Hot,Terran,rocky-iron,metals-rich,non-habitable,,3.22,,1.47,1.02,1.5,1.48,121.7132,121.7132,121.7133,846.2,846.2,846.2,885.3,3.0739583333,885.3,3.3,-23.25,2.79,7.68,0.0744,0,0.1952155143,0.2440193929,0.07,,0,Kepler-1198,,,Cyg,G,0.93,0.9,5517,0.673266,,4.68,14.8,777,19.2556,44.8382,-32,6.4522,1,0,0.625,1.484,-2.28,-0.16,-0.74,0.29,0,0,0,0.29,0,0,0,1,Transit,2016,,2.271926,2.11154,2.271926,2.11154
1255,Kepler-1199 b,Kepler-1199 b,,Hot,Terran,rocky-iron,metals-rich,non-habitable,,1.4,,1.15,0.91,1.05,1.1,108.2625,108.2625,108.2625,821.8,821.8,821.8,856.8,2.975,856.8,1.3,-22.6,2.19,15.04,0.1168,0,0.2022957931,0.2528697414,0.12,,0,Kepler-1199,,,Cyg,G,0.94,1.17,5889,1.477161,,7.76,13,540,19.5817,47.247,-31.8,5.3398,1,0,0.906,2.128,-2.29,-0.17,-0.99,0.29,0,0,0,0.3,0,0,0,1,Transit,2016,,2.062447,1.879957,2.062446,1.879956
1256,Kepler-1200 b,Kepler-1200 b,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,1.07,,1.06,0.89,0.94,1,546.9267,546.9268,546.9269,1232,1232,1232,1265.8,4.3951388889,1265.8,0.9,-24.19,2.02,1.12,0.0191,0,0.1338661012,0.1673326265,0.02,,0,Kepler-1200,,,Cyg,K,0.74,0.7,4612,0.198904,,3.02,15.8,579,19.7736,44.1293,-33.6,19.6577,1,0,0.355,0.873,-2.3,-0.17,-1.18,0.28,0,0,0,0.3,0,0,0,1,Transit,2016,,2.727463,2.39397,2.727464,2.393971
1257,Kepler-1201 b,Kepler-1201 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,17.93,,2.28,1.5,3.43,2.8,127.073,127.0731,127.0731,855.4,855.4,855.4,903.5,3.1371527778,903.5,26.9,-24.26,4.34,15.19,0.1257,0,0.1898652975,0.2373316219,0.13,,0,Kepler-1201,,,Cyg,F,1.15,1.24,6177,2.00837,,2.95,14.7,1202,19.641,40.8332,-32,5.2582,1,0,1.038,2.423,-2.32,-0.12,0.12,0.3,0,0,0,0.25,0,0,0,1,Transit,2016,,2.708527,2.62282,2.708529,2.622821
1258,Kepler-1203 b,Kepler-1203 b,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,1.07,,1.06,0.89,0.94,1,676.8502,676.8502,676.8504,1299.5,1299.5,1299.5,1333.2,4.6291666667,1333.2,0.9,-24.42,2.02,0.59,0.0118,0,0.1209792496,0.151224062,0.01,,0,Kepler-1203,,,Cyg,K,0.64,0.61,4105,0.094799,,3.47,14.9,269,19.5182,44.1781,-33.8,27.7385,1,0,0.249,0.627,-2.25,-0.17,-1.19,0.28,0,0,0,0.29,0,0,0,1,Transit,2016,,2.844466,2.487573,2.844467,2.487573
1259,Kepler-1205 b,Kepler-1205 b,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,2.81,,1.41,1,1.41,1.41,1164.924,1164.924,1164.924,1488.4,1488.4,1488.4,1526.8,5.3013888889,1526.8,2.8,-25.63,2.68,1.08,0.0194,0,0.1109277671,0.1386597089,0.02,,0,Kepler-1205,,,Lyr,K,0.84,0.81,5226,0.439074,,4.9,15.1,766,19.352,41.515,-34.4,22.3762,1,0,0.513,1.23,-2.38,-0.16,-1.02,0.28,0,0,0,0.28,0,0,0,1,Transit,2016,,3.35556,2.966447,3.35556,2.966447
1260,Kepler-1206 b,Kepler-1206 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,4.77,,1.64,1.09,1.78,1.71,666.0262,666.0262,666.0264,1294.2,1294.2,1294.2,1335.3,4.6364583333,1335.3,5.2,-25.34,3.11,1.22,0.0207,0,0.1330679539,0.1663349424,0.02,,0,Kepler-1206,,,Cyg,K,0.8,0.75,4877,0.285511,,3.55,16,807,19.7292,49.7911,-33.8,19.3968,1,0,0.421,1.023,-2.33,-0.15,-0.81,0.29,0,0,0,0.27,0,0,0,1,Transit,2016,,3.138124,2.838498,3.138125,2.838499
1261,Kepler-1207 b,Kepler-1207 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,4.65,,1.62,1.09,1.76,1.69,94.35957,94.35957,94.35958,794,794,794,835,2.8993055556,835,5.1,-23.19,3.09,13.68,0.1141,0,0.2142265105,0.2677831381,0.11,,0,Kepler-1207,,,Cyg,G,1.06,1.06,5909,1.229016,,3.63,14.5,946,19.6709,49.359,-31.7,4.9512,1,0,0.825,1.938,-2.28,-0.15,-0.57,0.3,0,0,0,0.29,0,0,0,1,Transit,2016,,2.259607,2.131684,2.259607,2.131684
1262,Kepler-1208 b,Kepler-1208 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,19.11,,2.32,1.53,3.55,2.87,39.75091,39.75091,39.75092,639.7,639.7,639.7,688.2,2.3895833333,688.2,29.3,-23.03,4.41,11.09,0.0903,0,0.2550321926,0.3187902408,0.09,,0,Kepler-1208,,,Cyg,K,0.8,0.76,5001,0.324149,,4.47,15.9,877,19.4588,44.5557,-30.7,4.4863,1,0,0.446,1.078,-2.13,-0.12,0.46,0.31,0,0,0,0.27,0,0,0,1,Transit,2016,,2.594959,2.539965,2.59496,2.539966
1263,Kepler-1209 b,Kepler-1209 b,,Hot,Terran,rocky-iron,metals-rich,non-habitable,,3.59,,1.51,1.04,1.57,1.54,77.56243,77.56245,77.56246,756.1,756.1,756.1,795.7,2.7628472222,795.7,3.7,-22.82,2.87,25.37,0.181,0,0.2299848686,0.2874810858,0.18,,0,Kepler-1209,,,Cyg,F,1.23,1.38,6210,2.541058,,3.09,12.5,558,19.1723,49.1548,-31.5,4.0639,1,0,1.165,2.718,-2.27,-0.15,-0.65,0.3,0,0,0,0.3,0,0,0,1,Transit,2016,,2.136381,2.011104,2.136379,2.011102
1264,Kepler-1210 b,Kepler-1210 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,5.54,,1.7,1.12,1.91,1.8,122.7169,122.7169,122.7169,848,848,848,889.8,3.0895833333,889.8,6.2,-23.58,3.24,8.07,0.0771,0,0.2003977636,0.2504972045,0.08,,0,Kepler-1210,,,Cyg,G,0.94,0.92,5568,0.729898,,5.13,15.6,1155,19.5221,48.2194,-32,6.3605,1,0,0.649,1.539,-2.29,-0.15,-0.53,0.3,0,0,0,0.28,0,0,0,1,Transit,2016,,2.394741,2.255791,2.394741,2.255791
1265,Kepler-1212 b,Kepler-1212 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,13.55,,2.14,1.38,2.96,2.52,128.3342,128.3342,128.3343,857.5,857.5,857.5,904,3.1388888889,904,18.8,-24.13,4.07,12.94,0.1113,0,0.1924218424,0.240527303,0.11,,0,Kepler-1212,,,Cyg,F,1.1,1.15,6051,1.590721,,3.24,15,1304,19.7902,50.0374,-32,5.5068,1,0,0.931,2.179,-2.31,-0.13,-0.07,0.3,0,0,0,0.26,0,0,0,1,Transit,2016,,2.639394,2.539513,2.639395,2.539514
1266,Kepler-1213 b,Kepler-1213 b,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,1.54,,1.19,0.92,1.1,1.14,450.2017,450.2018,450.2018,1173.5,1173.5,1173.5,1209,4.1979166667,1209,1.4,-24.21,2.26,5.35,0.0625,0,0.1389329404,0.1736661755,0.06,,0,Kepler-1213,,,Cyg,F,1.14,1.21,6050,1.759876,,3.47,13.4,685,19.2991,50.9442,-33.4,10.3275,1,0,0.979,2.292,-2.4,-0.17,-1.09,0.27,0,0,0,0.29,0,0,0,1,Transit,2016,,2.693863,2.393089,2.693862,2.393089
1267,Kepler-1214 b,Kepler-1214 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,20.8,,2.36,1.58,3.72,2.97,23.11459,23.11459,23.1146,558.6,558.6,558.6,607.6,2.1097222222,607.6,32.8,-22.48,4.49,18.83,0.1312,0,0.2581664822,0.3227081028,0.13,,0,Kepler-1214,,,Dra,K,0.85,0.8,5130,0.397685,,4.68,15.3,757,19.0095,49.8007,-30.2,3.2507,1,0,0.491,1.181,-2.04,-0.12,0.7,0.32,0,0,0,0.29,0,0,0,1,Transit,2016,,2.664955,2.603961,2.664952,2.603958
1268,Kepler-1215 b,Kepler-1215 b,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,1.7,,1.22,0.93,1.14,1.18,260.0544,260.0544,260.0545,1023.1,1023.1,1023.1,1059.1,3.6774305556,1059.1,1.6,-23.68,2.32,4.77,0.0545,0,0.1586637852,0.1983297315,0.05,,0,Kepler-1215,,,Cyg,G,0.95,0.93,5616,0.771906,,4.79,14.4,701,19.8309,48.1814,-32.8,9.1064,1,0,0.666,1.576,-2.34,-0.17,-1.02,0.28,0,0,0,0.29,0,0,0,1,Transit,2016,,2.448639,2.202911,2.448636,2.202908
1269,Kepler-1216 b,Kepler-1216 b,,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.65,,1.39,0.99,1.38,1.38,344.9586,344.9587,344.9587,1098,1098,1098,1136.1,3.9447916667,1136.1,2.6,-24.27,2.64,4.37,0.0521,0,0.1467139803,0.1833924754,0.05,,0,Kepler-1216,,,Lyr,G,0.99,0.98,5743,0.93734,,4.07,15.1,1124,19.1604,45.918,-33.1,10.0317,1,0,0.728,1.717,-2.37,-0.16,-0.92,0.28,0,0,0,0.29,0,0,0,1,Transit,2016,,2.667311,2.411848,2.667312,2.411848
1270,Kepler-1217 b,Kepler-1217 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,10.17,,1.99,1.28,2.56,2.26,1241.851,1241.852,1241.852,1512.4,1512.4,1512.4,1557.4,5.4076388889,1557.4,13.1,-26.45,3.79,2.03,0.032,0,0.1090767626,0.1363459533,0.03,,0,Kepler-1217,,,Cyg,G,1.06,1.08,5905,1.27238,,3.8,15.3,1363,19.2791,50.9376,-34.5,18.0554,1,0,0.84,1.973,-2.43,-0.13,-0.61,0.29,0,0,0,0.26,0,0,0,1,Transit,2016,,3.698692,3.356951,3.698691,3.356951
1271,Kepler-1218 b,Kepler-1218 b,,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.97,,1.43,1.01,1.44,1.44,53.78473,53.78474,53.78475,689.9,689.9,689.9,728.6,2.5298611111,728.6,3,-22.31,2.72,22.92,0.161,0,0.2604534945,0.3255668681,0.16,,0,Kepler-1218,,,Cyg,G,1.06,1.1,5986,1.393869,,3.8,13.6,667,19.4386,44.5317,-31.1,3.642,1,0,0.875,2.051,-2.21,-0.16,-0.67,0.3,0,0,0,0.31,0,0,0,1,Transit,2016,,1.979895,1.869915,1.979892,1.869913
